idMaquina,nro_egm,fabricante,modelo,p_pago,denom,juego,nro_serie,programa,credito,estado,img,ap_minima,ap_maxima,cant_lineas,tipo_juego
619,2402714,ARISTOCRAT,MK6,91.9,0.01,BUFFALO,MV026903,152666,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
620,2402715,ARISTOCRAT,MK6,91.8,0.01,"PELICAN PETE",MV043666,0152094/01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
621,2402716,ARISTOCRAT,MK6,92.1,0.01,"QUEEN IF THE NILE",MV019297,152074,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
622,2402717,ARISTOCRAT,MK6,92.1,0.01,"POMPE II",MV019348,0152325/01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
623,2402718,ARISTOCRAT,MK6,91.8,0.01,"PELICAN PETE",MV043668,0152094/01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
624,2402719,ARISTOCRAT,MK6,92.1,0.01,"INDIAN DREAMING",MV019298,0152659/01,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
625,2402720,ARISTOCRAT,MK6,91.9,0.01,"HEART OF VEGAS",MV029517,0152668/01,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
626,2402721,ARISTOCRAT,MK6,92.1,0.01,"QUEEN IF THE NILE",MV038584,152074,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
627,2402740,WILLIAMS,BLUEBIRD,90.0,0.01,"GRIFFINS GATE",W2200965,SA07-0000-1030C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
628,2402741,WILLIAMS,BLUEBIRD,91.9,0.01,"GORILLA CHIEF",W2201012,DD82-000-1020D0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
629,2402742,WILLIAMS,BLUEBIRD,92.0,0.01,"MAGIC TIMES",W2201018,SB460001030C2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
630,2402743,WILLIAMS,BLUEBIRD,91.9,0.01,"SAMMER SOLSTICE",W2201024,S54F-000-1010C0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
631,2402744,WILLIAMS,BLUEBIRD,91.9,0.01,"DRAGONS REALM",W2201030,DD84-000-1030D0,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
632,2402745,WILLIAMS,BLUEBIRD,92.0,0.01,"THAI TREASURE",W2201033,S802-000-1010B4,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
633,2402746,WILLIAMS,BLUEBIRD,92.0,0.01,"BLAZING PHOENIX",W2200992,S752-000-1010A,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
634,2402747,WILLIAMS,BLUEBIRD,91.9,0.01,"JUNGLE WILD",W2200996,S759-000-1050B2,0.05,1,igt.jpg,NULL,NULL,NULL,NULL
635,2402748,IGT,"G23 AVP 3.0",91.5,0.01,"100 LADIES 100L",2050496,"GI014001CU5C006 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
636,2402749,IGT,"G23 AVP 3.0",91.9,0.01,"DAY OF THE DEAD",2050494,"GI014001KP6B001 / AI014-09P",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
637,2402753,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"MIX EDITION 1",573317,2015NOV807C123,0.01,1,igt.jpg,NULL,NULL,NULL,NULL
638,2402754,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"MIX EDITION 1",598555,2014NOV414LC123,0.01,1,igt.jpg,NULL,NULL,NULL,NULL
639,2402755,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"MIX EDITION 1",598598,2014NOV414LC123,0.01,1,igt.jpg,NULL,NULL,NULL,NULL
640,2402756,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"MIX EDITION 1",598599,2014NOV414LC123,0.01,1,igt.jpg,NULL,NULL,NULL,NULL
641,2402757,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"MIX EDITION 1",643096,2014NOV414LC123,0.01,1,igt.jpg,NULL,NULL,NULL,NULL
642,2402758,IGT,"CRYSTAL DUAL",92.1,0.01,"MULTIGAME CRYSTAL DUAL",2220925,GI020005NL8B001,0.05|10.00,1,igt.jpg,NULL,NULL,NULL,NULL
643,2402759,IGT,"CRYSTAL DUAL",92.1,0.01,"MULTIGAME CRYSTAL DUAL",2216269,GI020005DZAB002,0.05|10.00,1,igt.jpg,NULL,NULL,NULL,NULL
644,2402760,IGT,"CRYSTAL DUAL",91.9,0.01,"MULTIGAME CRYSTAL DUAL",2216298,GI020005DZAB002,0.05|10.00,1,igt.jpg,NULL,NULL,NULL,NULL
645,2402761,IGT,"CRYSTAL DUAL",92.1,0.01,"MULTIGAME CRYSTAL DUAL",2222420,GI020B05PB30001,0.05|10.00,1,igt.jpg,NULL,NULL,NULL,NULL
646,2402762,BELATRA,RIOGRANDE,92.2,0.01,ANOTHERLAND,15122484,"901 27.11.15",0.10,0,igt.jpg,NULL,NULL,NULL,NULL
647,2402763,BELATRA,RIOGRANDE,92.2,0.01,"SPANISH ARMADA",15122485,"901 27.11.15",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
648,2402764,BELATRA,RIOGRANDE,92.5,0.01,"PICK UP",15122486,"901 28.03.13",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
649,2402765,BELATRA,RIOGRANDE,92.5,0.01,DRACULA,15122487,"901 1.11.13",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
650,2402766,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",641427,53100,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
651,2402767,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",641428,53100,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
652,2402768,NOVOMATIC,"FS 597 F",97.2,0.01,"PINBALL ROULETTE",641429,53100,1.00,1,igt.jpg,NULL,NULL,NULL,NULL
653,2402773,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044155,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
654,2402774,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044162,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
655,2402775,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044165,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
656,2402776,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044167,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
657,2402777,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044170,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
658,2402778,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044173,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
659,2402779,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044174,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
660,2402780,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044177,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
661,2402781,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044179,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
662,2402782,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044180,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
663,2402783,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044181,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
664,2402784,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B151044185,"Bal_OS3661 3.66.08",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
665,2402785,WILLIAMS,"BLUEBIRD II",92.3,0.01,"MULTIGAME - PACK 3",W2298741,555G-000-16CJ,0.10|0.25|0.50,1,igt.jpg,NULL,NULL,NULL,NULL
666,2402786,WILLIAMS,"BLUEBIRD II",92.0,0.01,"WILD SHOOTOUT REEL BOOST",W2298751,DE96-000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
667,2402787,WILLIAMS,"BLUEBIRD II",91.9,0.01,"MYSTICAL FORTUNES REEL BOOST",W2298752,DE97-000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
668,2402788,WILLIAMS,"BLUEBIRD II",92.0,0.01,"WILD SHOOTOUT REEL BOOST",W2298754,DE96-000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
669,2402789,WILLIAMS,"BLUEBIRD II",92.0,0.01,"ZEUS III",W2298755,DE95000-1000C2,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
670,2402790,WILLIAMS,"BLUEBIRD II",92.0,0.01,"MULTIGAME - PACK 2",W2298756,SB24-000-1010C0,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
671,2402791,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B150735510,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
672,2402792,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B150735512,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
673,2402793,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B150735517,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
674,2402794,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B151042990,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
675,2402795,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B151042988,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
676,2402796,BALLY,"ALPHA 2 PRO WAVE",91.9,0.01,"FU DAO LE",B151042978,Bally_OS3621,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
677,2402797,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"PREMIUM EDITION 1",643106,1117.3.1.0,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
678,2402798,NOVOMATIC,"FV 626 CF 2",92.1,0.01,"PREMIUM EDITION 1",643107,1117.3.1.0,0.25,1,igt.jpg,NULL,NULL,NULL,NULL
679,2402799,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"HOT ROULETTE ENCHANTED UNICORN",2150494,GI020001SY2M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
680,2402800,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"FIRE COMPANY 5",2230931,GI020005QI4M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
681,2402801,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"HOT ROULETTE TRIPLE RED HOT 7 25L",2150484,GI020002TK7M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
682,2402802,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"THE GREAT WINALDO",2226167,GI020005QI5M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
683,2402803,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"WONDERS OF AFRICA",2231356,GI020005RX1M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
684,2402804,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"LEOPARD LAGOON MFG",2150486,GI020001TP1M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
685,2402805,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"LOBSTERMANIA 3",2230946,GI020001QA5M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
686,2402806,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.4,0.01,"ZILLION GATORS",2230933,GI020001NS2B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
687,2402807,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"FARMERS DAUGHTER FG LOCALIZED",2230935,GI020001SI7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
688,2402808,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"HOT ROULETTE WOLF RUN",2150508,GI020001SW1M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
689,2402809,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"OCEANS OF GOLD",2150491,GI020005TS8B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
690,2402810,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"JUICY WINS",2230898,GI020005RMEM002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
691,2402811,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"LADY FALCONER",2230947,GI020005FRAM002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
692,2402812,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"THE FATES LOCALIZED",2231366,GI020005TM6B003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
693,2402813,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"PANDA PARK MFG",2231371,GI020001TP2M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
694,2402814,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"THE GREAT WINALDO",2226197,GI020005QI5M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
695,2402815,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"TURQUOISE PRINCESS FG LOCALIZED",2226195,GI020001QA8M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
696,2402816,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"DOLPHIN BAY MFG",2150488,GI020001TO9M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
697,2402817,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.9,0.01,"LOBSTERMANIA 3",2230943,GI020001QA5M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
698,2402818,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"WINNERS CHOICE 2",2150473,GI020001TN3B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
699,2402819,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"FARMERS DAUGHTER FG LOCALIZED",2150480,GI020001SI7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
700,2402820,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"TURQUOISE PRINCESS FG LOCALIZED",2150458,GI020001QA8M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
701,2402821,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"THE FATES LOCALIZED",2225839,GI020005TM6B003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
702,2402822,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"LADY FALCONER",2150469,GI020005FRAM002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
703,2402823,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"JUICY WINS",2150468,GI020005RMEM002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
704,2402824,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"HOT ROULETTE WOLF RUN",2231398,GI020001SW1M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
705,2402825,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.4,0.01,"ZILLION GATORS",2231378,GI020001NS2B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
706,2402826,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"WINNERS CHOICE 2",2231379,GI020001TN3B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
707,2402827,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"MOON OVER CAIRO",2231360,GI020005RMGM001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
708,2402828,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.2,0.01,"LULU & LUIGI",2150461,GAME020001M3MS02,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
709,2402829,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"HOT ROULETTE ENCHANTED UNICORN",2230934,GI020001SY2M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
710,2402830,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"MYTHICAL WARRIORS: MERMAIDS",2150482,GI020005RMCM003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
711,2402831,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"WONDERS OF AFRICA",2231357,GI020005RX1M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
712,2402832,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.9,0.01,"LOBSTERMANIA 3",2150466,GI020001QA5M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
713,2402833,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",94.5,0.01,"DARK AND STORMY",2150502,GI020001TJ7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
714,2402834,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"FARMERS DAUGHTER FG LOCALIZED",2150495,GI020001SI7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
715,2402835,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"MYTHICAL WARRIORS: SIRENS",2231351,GI020005RMDM003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
716,2402836,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"KOALA COVE MFG",2150496,GI020001TP4M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
717,2402837,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"PRINCE OF THIEVES",2231393,GI020001MZ3M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
718,2402838,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"TURQUOISE PRINCESS FG LOCALIZED",2231365,GI020001QA8M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
719,2402839,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.9,0.01,"LOBSTERMANIA 3",2231359,GI020001QA5M003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
720,2402840,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",94.5,0.01,"DARK AND STORMY",2231377,GI020001TJ7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
721,2402841,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"MYTHICAL WARRIORS: MERMAIDS",2150465,GI020005RMCM003,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
722,2402842,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"POLAR BEAR SEAS MFG",2150503,GI020001TP3M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
723,2402843,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"OCEANS OF GOLD",2150475,GI020005TS8B002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
724,2402844,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",95.5,0.01,"DARK AND STORMY",2150492,GI020001TJ7M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
725,2402845,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"TURTLE COAST MFG",2150472,GI020005TR3M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
726,2402846,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"PRINCE OF THIEVES",2231383,GI020001MZ3M001,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
727,2402847,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",91.9,0.01,"FIRE COMPANY 5",2230899,GI020005QI4M002,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
728,2402848,IGT,"CRYSTAL DUAL SINGLE AVP 4.0 SQ",92.0,0.01,"MYTHICAL WARRIORS: CENTAUR",2150462,GI020005RMBM004,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
729,2402851,WILLIAMS,BLUEBIRD,91.9,0.01,"WHIPPING WILD",W2200986,S883-000-1020B2,0.10|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
730,2402852,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"1421 VOYAGES OF ZHENG HE",2143712,GI020001M3JS001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
731,2402853,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"DRAGON JOURNEY",2143698,GI020005TK1M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
732,2402854,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"FARMERS DAUGHTER FG LOCALIZED",2143730,GI020001SI7M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
733,2402855,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"GAME OF THE GODS",2143709,GI020005NL8B001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
734,2402856,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"HOT ROULETTE ENCHANTED UNICORN",2143714,GI020001SY2M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
735,2402857,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"HOT ROULETTE WOLF RUN",2143708,GI020001SW1M003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
736,2402858,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"DRAGON'S TEMPLE",2143699,GI020001M3KS001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
737,2402859,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"WONDERS OF AFRICA",2143724,GI020005RX1M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
738,2402860,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"FIRE COMPANY 5",2143727,GI020005QI4M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
739,2402861,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"DRAGON JOURNEY",2143715,GI020005TK1M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
740,2402862,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"HOT ROULETTE ENCHANTED UNICORN",2143738,GI020001SY2M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
741,2402863,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"1421 VOYAGES OF ZHENG HE",2143737,GI020001M3JS001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
742,2402864,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"HOT ROULETTE WOLF RUN",2143713,GI020001SW1M003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
743,2402865,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"FARMERS DAUGHTER FG LOCALIZED",2143731,GI020001SI7M002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
744,2402866,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"DRAGON'S TEMPLE",2143702,GI020001M3KS001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
745,2402867,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"GAME OF THE GODS",2143710,GI020005NL8B001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
746,2402868,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"HOT ROULETTE TRIPLE RED HOT 7 25L",2143697,GI020002TK7M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
747,2402869,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"GOLDEN EAGLE",2143725,GI020005DZAB002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
748,2402870,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"1421 VOYAGES OF ZHENG HE",2143711,GI020001M3JS001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
749,2402871,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"DARK AND STORMY",2143723,GI020001TJ7M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
750,2402872,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.9,0.01,"LOBSTERMANIA 3",2143559,GI020001QA5M003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
751,2402873,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",91.9,0.01,"LOBSTERMANIA 3",2143569,GI020001QA5M003,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
752,2402874,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"MAJESTIC GORILLA",2143573,GI020005H7WB002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
753,2402875,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"MAJESTIC GORILLA",2143575,GI020005H7WB002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
754,2402876,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"OCEANS OF GOLD",2143572,GI020005TS8B002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
755,2402877,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.0,0.01,"OCEANS OF GOLD",2143586,GI020005TS8B002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
756,2402878,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.1,0.01,"KING OF MACEDONIA",2143605,GAME020001M3MS02,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
757,2402879,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.5,0.01,"PHARAOH'S FORTUNE",2143601,GI020005M1JB002,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
758,2402880,IGT,"CRYSTAL SLANT EGM 27 DISPLAY",92.2,0.01,"LULU & LUIGI",2143603,GI020001TL6M001,0.10,1,igt.jpg,NULL,NULL,NULL,NULL
